name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map,score
Kle,None,76561198834415872,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.24,dust2,774
黑夜之后尽显你美,None,76561199030680414,作弊封禁,2020-03-16,Inf,9,None,None,SG 553,0.36,None,
看我的狙多快,None,76561199033009638,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
满江风月,None,76561198897174655,作弊封禁,2020-03-16,Inf,9,None,None,AWP,0.05,None,1153
supperniko,None,76561199029055536,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
Traveler.,Vip,76561198959460528,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.47,inferno,1621
你可能不了解,None,76561198095945014,作弊封禁,2020-03-16,Inf,6,None,None,AK47,0.35,dust2,1126
延边甲亢男孩,Vip,76561199001057225,作弊封禁,2020-03-16,Inf,54,None,None,AK47,0.43,overpass,1639
Xuan.&,None,76561199028687605,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
文明是个人的品德,None,76561199034041438,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
lyy520520,None,76561199033860438,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
五年老兵DouyuTv,None,76561199031592285,作弊封禁,2020-03-16,Inf,6,None,None,AK47,0.78,None,
qw88rp,None,76561199029651368,作弊封禁,2020-03-16,Inf,5,None,None,SG 553,0.34,None,983
茄子.我来刀你了,Vip,76561199027224613,作弊封禁,2020-03-16,Inf,11,None,None,AWP,0.11,dust2,228
捡狙就跑别回头,None,76561199033916777,作弊封禁,2020-03-16,Inf,5,None,None,None,None,None,
1ll1,None,76561198445959247,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
Master-1127,None,76561199021586238,作弊封禁,2020-03-16,Inf,1,None,None,SG 553,0.39,None,
bilibili21817183,None,76561198982634130,作弊封禁,2020-03-16,Inf,12,None,None,AK47,0.38,inferno,1762
wobuzhidaonishuosha,None,76561199027406514,作弊封禁,2020-03-16,Inf,10,None,None,AWP,0.16,None,
你们出A我摸B,None,76561199027065698,作弊封禁,2020-03-16,Inf,29,None,None,AK47,0.72,None,1312
祥祥的象拔蚌,None,76561199030915932,作弊封禁,2020-03-16,Inf,6,None,None,None,None,None,
Lsabella,Vip,76561198113212944,作弊封禁,2020-03-16,Inf,2,None,None,Zeus x27,0.00,None,
小郭帅帅,None,76561198986519928,作弊封禁,2020-03-16,Inf,33,None,None,AK47,0.51,inferno,1345
白给总裁.,Vip,76561198975271160,作弊封禁,2020-03-16,Inf,21,None,None,AK47,0.50,dust2,1965
IU是宝宝✨,None,76561199013865210,作弊封禁,2020-03-16,Inf,21,None,None,AK47,0.52,mirage,1754
_InYourEyes,None,76561199026395865,作弊封禁,2020-03-16,Inf,12,None,None,SG 553,0.46,inferno,1045
就像我爱你一样,None,76561199030924131,作弊封禁,2020-03-16,Inf,19,None,None,AWP,0.07,None,1698
WE的0.0,None,76561199033920322,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
豆子3,None,76561199030075692,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.49,None,
俺单人破A,None,76561199029200261,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.06,None,
fcvjmzm9729790,None,76561199026251230,作弊封禁,2020-03-16,Inf,35,None,None,SG 553,0.57,dust2,1577
Sakura的姐姐,None,76561199028506227,作弊封禁,2020-03-16,Inf,26,None,None,AWP,0.16,inferno,1908
我单人破A,None,76561199026267182,作弊封禁,2020-03-16,Inf,0,None,None,P2000,1.00,None,
一林大击毙,Vip,76561199010058795,作弊封禁,2020-03-16,Inf,101,None,None,AWP,0.26,dust2,2264
唱跳高手蔡旭坤,None,76561199029259019,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.29,None,
图南就是强,None,76561199033025187,作弊封禁,2020-03-16,Inf,51,None,None,AK47,0.67,None,2244
pyiy914853,None,76561199026098439,作弊封禁,2020-03-16,Inf,14,None,None,M4A4,0.52,None,1599
nfprtp,None,76561199000728316,作弊封禁,2020-03-16,Inf,36,None,None,AK47,0.59,mirage,2168
凯哥john,None,76561198822095183,作弊封禁,2020-03-16,Inf,4,None,None,AK47,0.38,None,1599
SFire,None,76561199025413843,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
芒果·Mango,None,76561198843817956,作弊封禁,2020-03-16,Inf,6,None,None,AK47,0.42,dust2,1293
聆听大自然的声音,None,76561199021818140,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
ogky844654,None,76561199026034847,作弊封禁,2020-03-16,Inf,2,None,None,SG 553,0.29,dust2,1313
LesYeux.,None,76561198441134135,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
荆门油肉猪,Vip,76561199025975629,作弊封禁,2020-03-16,Inf,11,None,None,SG 553,0.40,mirage,1498
基建狂魔,None,76561199029841867,作弊封禁,2020-03-16,Inf,25,None,None,AWP,0.15,inferno,1700
Paskaiiiii,None,76561199032174357,作弊封禁,2020-03-16,Inf,23,None,None,M4A4,0.64,None,
谢园园超委屈,Vip,76561199021010634,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.39,dust2,1519
必5奸细,None,76561199033149106,作弊封禁,2020-03-16,Inf,16,None,None,SG 553,0.94,None,
Geisha.,Vip,76561198373341922,作弊封禁,2020-03-16,Inf,3,None,None,AWP,0.11,mirage,
飞翔zj,None,76561198865287559,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.39,None,317
TGP柒,None,76561198449689879,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
求求你真别打了,None,76561199027887618,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.35,None,856
黑曼巴精神,None,76561199013072735,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.42,inferno,
唳愿意承担,None,76561198883418871,作弊封禁,2020-03-16,Inf,4,None,None,AK47,0.29,None,
十里·,None,76561198940484257,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
vqgmlbow,None,76561199018752326,作弊封禁,2020-03-16,Inf,22,None,None,AWP,0.06,mirage,2109
不带耳机选手,None,76561199029457068,作弊封禁,2020-03-16,Inf,17,None,None,AWP,0.03,None,1574
我不用手机,None,76561199025827022,作弊封禁,2020-03-16,Inf,5,None,None,AK47,0.33,None,
80o0mm5q4,Vip,76561199006842220,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.44,inferno,1639
QWEs1mple,Vip,76561198985465184,作弊封禁,2020-03-16,Inf,28,None,None,AK47,0.44,dust2,1792
星星ORZ,None,76561199029360829,作弊封禁,2020-03-16,Inf,22,None,None,AK47,0.65,None,1620
47岁想打职业,None,76561199029053505,作弊封禁,2020-03-16,Inf,17,None,None,AWP,0.07,mirage,
bzajeci6601882,None,76561199026089014,作弊封禁,2020-03-16,Inf,13,None,None,AK47,0.54,None,1560
龙门__Chen.晖洁,Vip,76561198930191901,作弊封禁,2020-03-16,Inf,9,None,None,AWP,0.07,inferno,1709
47⚡,Vip,76561198418294530,作弊封禁,2020-03-16,Inf,23,None,None,AK47,0.50,mirage,2454
山西device,Vip,76561199018952625,作弊封禁,2020-03-16,Inf,26,None,None,SG 553,0.42,dust2,1988
麻阳街apex,Vip,76561198328721352,作弊封禁,2020-03-16,Inf,30,None,None,AK47,0.59,dust2,2254
爱喝可乐的岳宝宝,None,76561198808851034,作弊封禁,2020-03-16,Inf,21,None,None,AWP,0.14,mirage,1036
楚君,None,76561199029688372,作弊封禁,2020-03-16,Inf,37,None,None,AWP,0.14,dust2,2288
yeaonaiwohe,None,76561199026488464,作弊封禁,2020-03-16,Inf,32,None,None,AK47,0.59,inferno,2132
bu9918907412citun,None,76561198995714316,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.49,inferno,1769
conter，,None,76561199026844135,作弊封禁,2020-03-16,Inf,4,None,None,M4A4,0.93,None,
麻阳街第一突破手,None,76561199027006558,作弊封禁,2020-03-16,Inf,36,None,None,AK47,0.60,dust2,1385
飞一样的感觉1,None,76561199029061466,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.81,None,
修脚大师pupu,None,76561198140498478,作弊封禁,2020-03-16,Inf,10,None,None,AK47,0.29,mirage,1662
万恶于身,None,76561199026339353,作弊封禁,2020-03-16,Inf,12,None,None,AWP,0.14,None,2081
小xinxin,None,76561199017554988,作弊封禁,2020-03-16,Inf,33,None,None,AK47,0.52,inferno,2269
Qualifications,None,76561199030706143,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
祥祥的迷妹,None,76561199030219143,作弊封禁,2020-03-16,Inf,7,None,None,AWP,0.23,None,
DogFly肯定打不到的,None,76561198099672880,作弊封禁,2020-03-16,Inf,4,None,None,AWP,0.13,inferno,2208
百度骑手,None,76561198981653382,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.53,inferno,1490
大头小仙女,None,76561198452646374,作弊封禁,2020-03-16,Inf,43,None,None,SG 553,0.29,mirage,1260
GxT-星星,None,76561199032535395,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.44,None,
孔老6,None,76561199028332606,作弊封禁,2020-03-16,Inf,11,None,None,None,None,None,
甘肃吴彦祖✪ω✪,None,76561199031393121,作弊封禁,2020-03-16,Inf,7,None,None,AK47,0.54,None,
我是敖丙你是谁？,None,76561199026746886,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.10,None,1176
✪Ec0$u1c1de.5324Ez,None,76561198173115405,作弊封禁,2020-03-16,Inf,21,None,None,AK47,0.41,inferno,2043
11235pp,None,76561198820248194,作弊封禁,2020-03-16,Inf,13,None,None,AWP,0.14,None,1940
tyru906885,None,76561199026205288,作弊封禁,2020-03-16,Inf,2,None,None,SG 553,0.31,None,1845
✪J.Bourn,None,76561198080694099,作弊封禁,2020-03-16,Inf,22,None,None,AK47,0.52,None,1232
是小曹呀,None,76561198908472757,作弊封禁,2020-03-16,Inf,28,None,None,AK47,0.41,inferno,1168
是阿7,None,76561198286168005,作弊封禁,2020-03-16,Inf,24,None,None,AWP,0.09,dust2,
苞米地里犯过错,None,76561199033333820,作弊封禁,2020-03-16,Inf,17,None,None,AUG,0.83,None,
新手小白kingple,Vip,76561199007360272,作弊封禁,2020-03-16,Inf,10,None,None,SG 553,0.26,dust2,1219
咆哮酸奶567,None,76561199021651358,作弊封禁,2020-03-16,Inf,19,None,None,AK47,0.40,None,1216
糯米团团呆呆,None,76561199026086011,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.08,None,999
别可怜我了不需要,None,76561199031049088,作弊封禁,2020-03-16,Inf,12,None,None,AWP,0.08,None,
林清迟不是工具人,None,76561198301936588,作弊封禁,2020-03-16,Inf,26,None,None,AK47,0.61,None,
device的瞄准镜,None,76561199025735040,作弊封禁,2020-03-16,Inf,27,None,None,AK47,0.56,None,2197
丨一瞬丿惊灬鸿丨,None,76561198996453072,作弊封禁,2020-03-16,Inf,30,None,None,AK47,0.57,mirage,1722
vwfygcu0051060,None,76561199026129598,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.45,None,
YangzhipengSB22,None,76561199025945299,作弊封禁,2020-03-16,Inf,1,None,None,SG 553,0.56,None,
丨哔哩丿老灬鳖丨,None,76561199000406480,作弊封禁,2020-03-16,Inf,4,None,None,AWP,0.15,None,1849
求求你别爆我头``,None,76561199030803215,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.53,None,
追风少年石大王,None,76561199031115033,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.52,None,1396
CKGO,None,76561199030217207,作弊封禁,2020-03-16,Inf,2,None,None,SG 553,0.37,None,
ll199495,None,76561198103529288,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.47,None,1443
孔你能不能行,None,76561199028236889,作弊封禁,2020-03-16,Inf,5,None,None,None,None,None,
喜黄,None,76561198817786701,作弊封禁,2020-03-16,Inf,4,None,None,AWP,0.12,None,1161
QQQxxx,None,76561198103815490,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.42,None,2303
罗技鼠标代言人,None,76561199031970235,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.71,None,
Geminisoul,None,76561198903397088,作弊封禁,2020-03-16,Inf,10,None,None,AK47,0.39,None,677
补枪白给小能手,Vip,76561199027086499,作弊封禁,2020-03-16,Inf,8,None,None,AWP,0.11,mirage,1548
“万物不及你”,None,76561198840019165,作弊封禁,2020-03-16,Inf,42,None,None,AWP,0.13,mirage,1896
GodYYq,None,76561198421472142,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.46,None,
水上寻路,None,76561199025912331,作弊封禁,2020-03-16,Inf,21,None,None,AK47,0.46,None,1308
你就是隔壁老王吧,None,76561199027550166,作弊封禁,2020-03-16,Inf,21,None,None,AK47,0.42,inferno,1310
Vooq1u,Vip,76561199023523069,作弊封禁,2020-03-16,Inf,8,None,None,AWP,0.06,mirage,1420
重新再来QAQ,Vip,76561199031159904,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.63,None,1528
蘑菇大大王,Vip,76561198905339759,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
笑笑ㅤ,None,76561199032264854,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
申闳丽,None,76561199013213188,作弊封禁,2020-03-16,Inf,29,None,None,AK47,0.44,dust2,2096
Serein,None,76561198833841350,作弊封禁,2020-03-16,Inf,31,None,None,M4A4,0.61,mirage,1034
来杯热热的奶茶QvQ,Vip,76561198199046599,作弊封禁,2020-03-16,Inf,53,None,None,AK47,0.44,dust2,1565
孔老6真牛皮,None,76561199028081486,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
月下枫,None,76561198059669085,作弊封禁,2020-03-16,Inf,2,None,None,AWP,0.13,None,
美酒,None,76561198984470676,作弊封禁,2020-03-16,Inf,14,None,None,SG 553,0.55,None,1484
你是个猪吗,None,76561198837910131,作弊封禁,2020-03-16,Inf,4,None,None,M4A4,0.38,None,
FanOfNAteams`Kzz,Vip,76561198864657781,作弊封禁,2020-03-16,Inf,10,None,None,AK47,0.48,dust2,2211
airenrj,Vip,76561198853587963,作弊封禁,2020-03-16,Inf,26,None,None,AK47,0.42,inferno,1606
卢本伟5代,None,76561199033666760,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.50,None,
小区保安王二狗,Vip,76561199033869496,作弊封禁,2020-03-16,Inf,14,None,None,None,None,None,
hi，我喜欢钱,None,76561199008546409,作弊封禁,2020-03-16,Inf,8,None,None,AWP,0.08,dust2,
⚡にましーえ⚡,None,76561199024729135,作弊封禁,2020-03-16,Inf,13,None,None,AK47,0.53,None,
ltopalw1593026,None,76561199025506200,作弊封禁,2020-03-16,Inf,5,None,None,AK47,0.53,mirage,1418
职业偷人老六玩家,None,76561199026939036,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.07,None,
你好棒哦哦哦1,None,76561199032344363,作弊封禁,2020-03-16,Inf,0,None,None,P90,0.07,None,
一半甜甜,Vip,76561199031471218,破坏游戏秩序,2020-03-16,2020-03-20,21,None,None,AWP,0.25,None,1791
darknessboy,None,76561199031250630,作弊封禁,2020-03-16,Inf,6,None,None,AK47,0.47,None,1729
wdyh569430,None,76561199029553434,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.31,dust2,1937
asai299157,None,76561199029390311,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.00,None,
描边大师带盐人,None,76561198107786809,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.57,None,
xing_xing,None,76561199016462710,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
白给啊白给啊,None,76561199033332784,作弊封禁,2020-03-16,Inf,8,None,None,None,None,None,
krismmmmmmmmmm,None,76561198402863243,作弊封禁,2020-03-16,Inf,6,None,None,None,None,None,
Waleswu。,Vip,76561199028702052,作弊封禁,2020-03-16,Inf,0,None,None,SG 553,0.34,None,
a372109852,None,76561198992654207,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
恰外卖,None,76561199025770074,作弊封禁,2020-03-16,Inf,16,None,None,AK47,0.88,None,
炸鱼你去SI吧,None,76561199033583608,作弊封禁,2020-03-16,Inf,5,None,None,SG 553,0.43,None,
kennySSSSSSSsssssssssso,None,76561199032822552,作弊封禁,2020-03-16,Inf,35,None,None,AK47,0.60,mirage,2091
么么么么么么女,None,76561199023627746,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
塞班为什么要跑,None,76561199032526011,作弊封禁,2020-03-16,Inf,14,None,None,AK47,0.48,None,1609
月狮捕鱼怪,None,76561199026167548,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
vekm43g,Vip,76561199030871837,作弊封禁,2020-03-16,Inf,13,None,None,MAG7,0.30,inferno,1335
违规用户名_4627435bzaozn,None,76561199033751916,作弊封禁,2020-03-16,Inf,12,None,None,SSG08,0.57,None,
nonole66,None,76561198816052601,作弊封禁,2020-03-16,Inf,22,None,None,AK47,0.35,inferno,1421
终极日语哥,None,76561198994451498,作弊封禁,2020-03-16,Inf,10,None,None,AK47,0.50,inferno,847
⚡G37zd⚡,None,76561199026970078,作弊封禁,2020-03-16,Inf,17,None,None,AK47,0.52,None,1697
超强程炳瑞,None,76561199033523666,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
别让我暂停切游戏,None,76561199030048809,作弊封禁,2020-03-16,Inf,6,None,None,SSG08,1.00,None,
让让我哥,None,76561199028910347,作弊封禁,2020-03-16,Inf,5,None,None,AWP,0.13,dust2,1526
欧美东尼小牧,None,76561199029644301,作弊封禁,2020-03-16,Inf,3,None,None,AWP,0.12,None,1587
提拉米苏丷,Vip,76561198378046318,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.33,None,638
河图生,None,76561199031798581,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.08,None,
不睡覺假扮陳冠希,None,76561199006996271,作弊封禁,2020-03-16,Inf,16,None,None,AWP,0.09,overpass,1218
look哥,None,76561199031384424,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.08,None,
斗鱼晓东,None,76561199034064800,作弊封禁,2020-03-16,Inf,8,None,None,AK47,0.93,None,
秀秀秀就完了啊,None,76561199032845028,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.07,None,
抖音:Mak1r.CSGO,Vip,76561199031169235,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
桥碧罗蔡某,Vip,76561198983286472,作弊封禁,2020-03-16,Inf,35,None,None,AK47,0.38,cache,2010
Y0_U,None,76561198872177487,作弊封禁,2020-03-16,Inf,11,None,None,AWP,0.17,dust2,
别让我暂停切出去,None,76561199030453904,作弊封禁,2020-03-16,Inf,11,None,None,M4A4,0.96,None,
SLALAL,None,76561199031523531,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
真就全员自闭上仙,None,76561199030445355,作弊封禁,2020-03-16,Inf,12,None,None,SSG08,0.97,None,
GT⚡S1mple,Vip,76561199031723626,作弊封禁,2020-03-16,Inf,12,None,None,SG 553,0.35,None,
SkyVacation,None,76561199032119704,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
WhatIhatemost,None,76561199034194072,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
叶狼扶风,None,76561199026776531,作弊封禁,2020-03-16,Inf,33,None,None,AK47,0.72,dust2,1795
想恰你的百事,Vip,76561198970673953,作弊封禁,2020-03-16,Inf,12,None,None,AWP,0.11,mirage,536
今天营业了没,None,76561199030861954,作弊封禁,2020-03-16,Inf,26,None,None,AK47,0.50,None,1462
fz14152,None,76561199032029776,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
是狗哥没错了,None,76561198998052082,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
Mr_电竞白给小能手,Vip,76561198904964480,作弊封禁,2020-03-16,Inf,3,None,None,AK47,0.30,None,
Bot_Alex,None,76561199033592218,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
LetsQuit的qz本人,None,76561198856591316,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.06,None,
大赦天下00,None,76561199033595156,作弊封禁,2020-03-16,Inf,5,None,None,None,None,None,
老八秘制小悍匪,None,76561199032381438,作弊封禁,2020-03-16,Inf,0,None,None,M4A4,0.15,None,
专业治网瘾,None,76561199032286522,作弊封禁,2020-03-16,Inf,12,None,None,Zeus x27,0.00,None,
口香糖cc,None,76561198368661885,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
白给小鱼干,Vip,76561198968786687,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
朱哥小迷弟,None,76561199033346081,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
有种你开试试sx,None,76561199031413631,作弊封禁,2020-03-16,Inf,3,None,None,AK47,1.00,None,
☞莪☜旳溦笑✔,None,76561199030873461,作弊封禁,2020-03-16,Inf,12,None,None,AK47,0.78,None,
电脑玩家派克瑞,None,76561199030235005,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
Kilo02,None,76561199032583294,作弊封禁,2020-03-16,Inf,6,None,None,AWP,0.11,None,
黑猫警长giao1,Vip,76561198843433449,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
科技改变生活..,None,76561199033809887,作弊封禁,2020-03-16,Inf,9,None,None,None,None,None,
我绝对不会连跳,None,76561199033507603,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
dba6ya,None,76561199029596628,作弊封禁,2020-03-16,Inf,2,None,None,Famas,0.27,None,1044
耀阳张,None,76561199032446695,作弊封禁,2020-03-16,Inf,5,None,None,AWP,0.00,None,
-meow-,Vip,76561199033047219,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
有野留翻拜山先讲,None,76561198975548081,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
King_Two,None,76561198322807079,作弊封禁,2020-03-16,Inf,1,None,None,SG 553,0.70,None,
朱哥小迷妹,None,76561199032370603,作弊封禁,2020-03-16,Inf,3,None,None,None,None,None,
豪哥冲烂你,None,76561198237393960,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.11,None,
kwtd6188134,None,76561199033937558,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
先易回来啦,None,76561199033483889,作弊封禁,2020-03-16,Inf,7,None,None,None,None,None,
斗鱼tv_88rising,None,76561198033828018,作弊封禁,2020-03-16,Inf,17,None,None,Galil,0.49,None,
重案之虎曹达华--,None,76561199034345174,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
冲分789456,None,76561199028030660,作弊封禁,2020-03-16,Inf,4,None,None,Famas,0.90,None,
手持香蕉皮,None,76561198870790231,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
z-soul,None,76561198559575026,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
叶品建,None,76561199025778441,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
真就不演了啊,None,76561199031844547,作弊封禁,2020-03-16,Inf,2,None,None,AK47,0.91,None,
FBI.CiaNsa,None,76561199032432813,作弊封禁,2020-03-16,Inf,1,None,None,M4A4,0.08,None,
LKG_Xiaolang,Vip,76561198372585856,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
zimmer·lee,Vip,76561199031663939,作弊封禁,2020-03-16,Inf,28,None,None,AWP,0.15,None,1724
G2.HK,Vip,76561199027448535,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
world-6,None,76561198909895950,作弊封禁,2020-03-16,Inf,1,None,None,AK47,0.33,None,
妹妹那里不可以,None,76561199033954030,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.31,None,
Pharaoh420法老,None,76561198968628895,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
虎牙感伤_17362979,Vip,76561199032013551,作弊封禁,2020-03-16,Inf,27,None,None,Desert Eagle,0.74,dust2,1984
mr.yejia,None,76561199020139601,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
wtfwt,None,76561198422327046,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
请你吃火锅的小小,None,76561199017129632,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
别演了我开了,None,76561199030682046,作弊封禁,2020-03-16,Inf,13,None,None,AK47,0.92,None,
陀螺转演,None,76561199033874016,作弊封禁,2020-03-16,Inf,12,None,None,None,None,None,
鬼狐,None,76561198873177993,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
宇宙第一大帅鸽,None,76561199033070926,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
入土饭友,None,76561199032767249,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
青丘z,None,76561199032844964,作弊封禁,2020-03-16,Inf,10,None,None,M4A4,0.62,None,
大力输出我,None,76561199033789410,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
shdaohwdaw,None,76561199032094824,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.35,None,
GGHM7,None,76561199033740445,作弊封禁,2020-03-16,Inf,6,None,None,None,None,None,
白给天王·咸鱼,None,76561199030819934,作弊封禁,2020-03-16,Inf,0,None,None,AWP,0.00,None,
小菊亲,None,76561198097228500,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
拓野,None,76561198384634966,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
4qOJSIVMVpv9YD90,None,76561199033678265,作弊封禁,2020-03-16,Inf,5,None,None,Zeus x27,0.00,None,
Kedah,None,76561199026701903,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
小超超敲帅气,None,76561198980941722,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
dashing小胖,Vip,76561198417427989,作弊封禁,2020-03-16,Inf,1,None,None,AWP,0.09,inferno,895
tyloo2012,None,76561199031853600,作弊封禁,2020-03-16,Inf,10,None,None,AWP,0.07,None,
LazyGarfield,None,76561198863750759,作弊封禁,2020-03-16,Inf,9,None,None,AK47,0.43,dust2,
linzezeya,None,76561198896093561,作弊封禁,2020-03-16,Inf,29,None,None,AK47,0.31,mirage,
噗噗噗噗pu,None,76561199032559065,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
QZy_阿布,None,76561199032997381,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.40,None,
DJNB,None,76561198954433424,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
adplm,None,76561199034155458,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
我是远古邪神,None,76561199033748624,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
达文西对对对,None,76561199032383176,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
G崭新出厂,None,76561199034198639,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
K9nnyS,None,76561199033967170,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
saqqw,None,76561199033445289,作弊封禁,2020-03-16,Inf,2,None,None,None,None,None,
广东最靓的仔,None,76561199033214120,作弊封禁,2020-03-16,Inf,2,None,None,AWP,0.02,None,
SunchaMan,None,76561199033553086,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
救救孩子吧,None,76561199030960852,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
妹妹深蹲很厉害啊,None,76561199033224066,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
丶白给少年丶11,None,76561199033478767,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
lily_L0003,None,76561198825815346,作弊封禁,2020-03-16,Inf,4,None,None,None,None,None,
牜犇。,None,76561199032427551,作弊封禁,2020-03-16,Inf,0,None,None,AK47,0.86,None,
84165416541,None,76561199033886312,作弊封禁,2020-03-16,Inf,1,None,None,None,None,None,
胡伟康MVP,None,76561199034024858,作弊封禁,2020-03-16,Inf,0,None,None,None,None,None,
