name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map
XXXFangtasia,None,76561199017173003,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.26,mirage
伪善๑`н´๑,None,76561199028234104,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
yaxinCSgo,None,76561199030118165,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
dada2020,None,76561199031169848,作弊封禁,2020-03-12,Inf,2,None,None,M4A4,0.75,None
年轻人.douyutvcw666,None,76561198984175651,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
电脑玩家白给贼6,None,76561199031648512,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.00,None
冷·眸,Vip,76561199027211905,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.08,mirage
SeanKes,Vip,76561198965008559,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.29,mirage
韭菜大哥,Vip,76561198167642621,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
不常规大师guoguo,None,76561198827672683,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
扛着大狙向前冲,Vip,76561199023038623,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.58,None
奇怪的奶泡,None,76561199031465438,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
刘飘,None,76561199028678228,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
炸鱼123987,None,76561199031650574,作弊封禁,2020-03-12,Inf,7,None,None,None,None,None
安图恩爆殺弗曼,None,76561199013259517,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
都给我闭嘴-,None,76561199030967153,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.72,None
嫌疑人-97,None,76561199032826664,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
是吧啊sir,None,76561199030705008,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
还真就一枪头呗,None,76561199030867710,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.15,None
忘忧sama,None,76561198969168913,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
打他个肚皮长天,None,76561199030966299,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
-xIaoZHang,Svip,76561198807830513,作弊封禁,2020-03-12,Inf,37,274,163,None,None,None
553の人柱力,Svip,76561198255777078,作弊封禁,2020-03-12,Inf,25,125,142,None,None,None
我起了又四枪秒了,None,76561199029807860,作弊封禁,2020-03-12,Inf,53,None,None,AK47,0.74,inferno
电脑玩家Jima,None,76561199025602332,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
你的号我拿去开了,None,76561199032675775,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
aka小虎857,None,76561198452833949,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
w1730316180.,None,76561199023764186,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
Frisk-_-,None,76561198406772313,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
电脑玩家爱琪,None,76561198126445373,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
天宇你怕吗,None,76561199007781754,作弊封禁,2020-03-12,Inf,40,None,None,AK47,0.43,mirage
无敌大王薛九斤,None,76561198421141901,作弊封禁,2020-03-12,Inf,33,None,None,AK47,0.41,inferno
iobnzm_nd,None,76561199024132649,作弊封禁,2020-03-12,Inf,46,None,None,AWP,0.13,inferno
IllIlIlIIIllllIIIlllIIIl,None,76561199030195224,破坏游戏秩序,2020-03-12,2020-03-19,20,None,11,AK47,0.33,None
古鱼,None,76561198437089529,作弊封禁,2020-03-12,Inf,4,None,None,P90,0.33,dust2
Zierrain,None,76561199029109101,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.63,None
xhhpf0108,None,76561198830815540,作弊封禁,2020-03-12,Inf,9,None,None,AK47,0.51,mirage
丄天十连跪,Svip,76561198447815171,作弊封禁,2020-03-12,Inf,9,44,71,None,None,None
Autism222,None,76561199031294497,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.42,None
XoPk0x,None,76561199026756059,作弊封禁,2020-03-12,Inf,30,None,None,Bizon,0.31,None
1162828940,None,76561198112093897,作弊封禁,2020-03-12,Inf,5,None,None,AWP,0.09,None
Neymarchen,None,76561198998826315,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
※蜻蜓队长,None,76561199030221113,作弊封禁,2020-03-12,Inf,18,None,None,M4A4,0.54,None
Kennys;;,None,76561199032316229,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.87,None
要狙就得大点声,None,76561199030424990,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.26,None
Parade-DX,Svip,76561199028867097,作弊封禁,2020-03-12,Inf,19,18,53,None,None,None
云岩第一狙击手,Svip,76561198842868189,作弊封禁,2020-03-12,Inf,9,511,375,None,None,None
mao7637,None,76561199033096096,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
嫌疑人-98,None,76561199032966741,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
爱的我,Vip,76561198310443772,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
faqodez0864235,None,76561199026446937,作弊封禁,2020-03-12,Inf,8,None,None,SG 553,0.41,inferno
比奇堡扛把子,None,76561199025852506,作弊封禁,2020-03-12,Inf,26,None,None,AWP,0.08,inferno
PIEH,None,76561198384026734,作弊封禁,2020-03-12,Inf,4,None,None,Galil,0.32,dust2
做人要实诚,None,76561199031224707,破坏游戏秩序,2020-03-12,2020-04-12,22,None,5,AK47,0.63,None
tosupreme,None,76561199026582773,作弊封禁,2020-03-12,Inf,16,None,None,SG 553,0.73,None
yanlaoban666,None,76561198414258245,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.37,dust2
刀动人抬走,None,76561198974061324,作弊封禁,2020-03-12,Inf,7,None,None,AK47,0.31,inferno
鹤纷飞,None,76561199027303578,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.14,None
Bstv4.大二,None,76561199028886871,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.63,None
upm9ay,None,76561199027330357,作弊封禁,2020-03-12,Inf,11,None,None,AK47,0.55,mirage
我真没开QAQ,None,76561199028809875,作弊封禁,2020-03-12,Inf,15,None,None,AWP,0.12,mirage
未夠合拍,Vip,76561198802810788,破坏游戏秩序,2020-03-12,2020-03-17,43,None,235,AWP,0.07,mirage
2512659483,None,76561199029413643,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
太乙镇真人,None,76561199026929778,作弊封禁,2020-03-12,Inf,7,None,None,AWP,0.27,None
念念念念♥,None,76561199026978982,作弊封禁,2020-03-12,Inf,14,None,None,XM1014,0.46,dust2
爆头哥本哥,None,76561198969112467,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
qsrn967032,None,76561199026139431,作弊封禁,2020-03-12,Inf,0,None,None,M4A4,0.44,None
91施先生,Svip,76561198431857923,作弊封禁,2020-03-12,Inf,29,315,77,None,None,None
背闪大师,None,76561199028690085,作弊封禁,2020-03-12,Inf,7,None,None,AK47,0.65,None
vlzo454895,Svip,76561199026185835,作弊封禁,2020-03-12,Inf,9,24,15,None,None,None
小一iii,None,76561199026197764,作弊封禁,2020-03-12,Inf,9,None,None,AK47,0.30,dust2
榴措鹏,None,76561199013959468,作弊封禁,2020-03-12,Inf,19,None,None,AK47,0.56,dust2
就一枪秒了嘛,Vip,76561198299965372,作弊封禁,2020-03-12,Inf,19,None,None,AK47,0.64,None
e1ectr0n1cZz,None,76561199025726425,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
Cap.LBET,None,76561198316349054,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
分身大师，么我,None,76561199031388066,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.19,None
白给少年小钢子,Svip,76561199021786416,作弊封禁,2020-03-12,Inf,15,47,55,None,None,None
AstVAC,None,76561198834335896,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.34,None
演技好就不吃举报,None,76561199012971969,作弊封禁,2020-03-12,Inf,62,None,None,AK47,0.33,inferno
wdawydgdfgzxc,None,76561199030123817,作弊封禁,2020-03-12,Inf,24,None,None,AK47,0.41,dust2
[GKD]-大蒜,None,76561199022894489,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.27,mirage
shenxian01,None,76561199026313501,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.75,None
xsx5200505,Svip,76561199001675462,作弊封禁,2020-03-12,Inf,8,22,0,None,None,None
敢敢不会心动,None,76561198883890894,作弊封禁,2020-03-12,Inf,14,None,None,AWP,0.53,None
俺叫李国庆,None,76561199013096666,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
KennyS王霸,Svip,76561198998087521,作弊封禁,2020-03-12,Inf,12,89,14,None,None,None
归安·,None,76561198931862865,作弊封禁,2020-03-12,Inf,25,None,None,AK47,0.33,dust2
真就一枪头不演了,None,76561199025549009,作弊封禁,2020-03-12,Inf,5,None,None,SSG08,0.93,None
深海里的酱泥INK,None,76561198342493959,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.38,inferno
想见你李子维本人,None,76561199012994734,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.42,None
LieMna,None,76561199031888296,作弊封禁,2020-03-12,Inf,10,None,None,None,None,None
逮到你就笋干缪萨,None,76561198367388812,作弊封禁,2020-03-12,Inf,32,None,None,AK47,0.41,mirage
梦幻乌鸦,None,76561198154161287,作弊封禁,2020-03-12,Inf,41,None,None,AK47,0.51,inferno
快C我躺好了,Vip,76561199029489755,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
依若云,None,76561199031477556,作弊封禁,2020-03-12,Inf,8,None,None,AK47,0.53,None
空氣對話怪物,None,76561198426261558,作弊封禁,2020-03-12,Inf,1,None,None,AUG,0.22,None
Cyka⚡Blyat,Vip,76561199004187259,作弊封禁,2020-03-12,Inf,38,None,None,AK47,0.43,mirage
安排上了Q,None,76561199029749493,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
何必要分真假,None,76561199005742557,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
红颜ミ﹏至尊,Vip,76561199031211746,作弊封禁,2020-03-12,Inf,18,None,None,AWP,0.04,None
卖核弹的小女孩亚,None,76561199016769965,作弊封禁,2020-03-12,Inf,17,None,None,Zeus x27,0.00,mirage
mfnskjskd,None,76561198304031346,作弊封禁,2020-03-12,Inf,6,None,None,AK47,0.27,None
1个么得感情de莽夫,Vip,76561198864697069,作弊封禁,2020-03-12,Inf,23,None,None,AK47,0.45,dust2
✨s1mple✨,Svip,76561199026682299,作弊封禁,2020-03-12,Inf,48,9,24,None,None,None
小羊快上车,Vip,76561199032767492,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
陳逸泽.,Vip,76561198983427905,作弊封禁,2020-03-12,Inf,7,None,None,AWP,0.09,inferno
孤苦伶仃,Vip,76561199027341824,作弊封禁,2020-03-12,Inf,11,None,None,AWP,0.12,None
牛一瑾,Vip,76561199012875621,作弊封禁,2020-03-12,Inf,45,None,None,AK47,0.39,dust2
Niko﹢,Vip,76561199013043118,作弊封禁,2020-03-12,Inf,7,None,None,AK47,0.21,None
从头再来1MO,None,76561199032186147,作弊封禁,2020-03-12,Inf,1,None,None,AWP,0.14,None
鼓楼区阿雨,Vip,76561199030124394,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.54,mirage
HongFa,None,76561198858521461,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.09,None
BiliBili_21449929,Svip,76561199027003845,作弊封禁,2020-03-12,Inf,42,25,101,None,None,None
huo966kan174,Vip,76561199021720252,作弊封禁,2020-03-12,Inf,40,None,None,AK47,0.60,inferno
卫生巾团队,None,76561198915938573,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
Aline.,None,76561199024666312,作弊封禁,2020-03-12,Inf,9,None,None,None,None,None
AKAZY,Vip,76561199029850916,作弊封禁,2020-03-12,Inf,14,None,None,None,None,None
坤坤砷砷,None,76561199030757841,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
Doucemeot.,None,76561198358573149,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.26,None
顶级工具人7,None,76561199029942950,作弊封禁,2020-03-12,Inf,16,None,None,AK47,0.27,None
岗声多谢乌蝇哥啦,None,76561198826814139,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.39,None
xdwd715,None,76561199031281267,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
头头丸,Vip,76561199013580816,作弊封禁,2020-03-12,Inf,16,None,None,AWP,0.12,inferno
仇敌三千又何妨,None,76561198247015918,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.08,dust2
FAZe·NIk0,None,76561199031164187,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.00,None
2元牛肉面♞,Vip,76561198855488316,作弊封禁,2020-03-12,Inf,15,None,None,AWP,0.15,inferno
大老师齐格飞,None,76561198983292629,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
Migic1anl,None,76561199028591703,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.53,None
asiklhnac,None,76561199007157796,作弊封禁,2020-03-12,Inf,9,None,None,G3SG1(T),0.87,None
拍案惊奇,None,76561199027951947,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
5000分大佬懂,None,76561199030730009,作弊封禁,2020-03-12,Inf,6,None,None,None,None,None
白给小文鸭,Vip,76561198988658381,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
Pakho.GDPC,None,76561198979123714,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
852030035,Svip,76561198358124589,作弊封禁,2020-03-12,Inf,28,187,82,None,None,None
魔法少女森森森,Vip,76561198397068683,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.50,mirage
是秋刀鱼,Svip,76561198798267715,作弊封禁,2020-03-12,Inf,11,127,73,None,None,None
元气少男Niko。,None,76561199031325729,作弊封禁,2020-03-12,Inf,1,None,None,M4A4,0.64,None
ayu2w860ad,None,76561199011975088,作弊封禁,2020-03-12,Inf,4,None,None,AWP,0.12,None
老羊瓦尔特,None,76561199023206596,作弊封禁,2020-03-12,Inf,2,None,None,Negev,0.25,None
XL.luzzzzzzzzz,None,76561198967885067,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
tailijun,None,76561199025364111,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
EL_Wary,None,76561199030847266,作弊封禁,2020-03-12,Inf,3,None,None,M4A4,0.38,None
林衍小哥哥呀,None,76561199018723686,作弊封禁,2020-03-12,Inf,17,None,None,AWP,0.11,dust2
xiaoyuyang5,None,76561198370109124,作弊封禁,2020-03-12,Inf,10,None,None,AWP,0.14,mirage
"SpeedWagon,",None,76561199000204586,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
Xiao_he,None,76561198899957718,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
都是白给啊i,None,76561198238766362,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
y9pXm,None,76561199026202867,作弊封禁,2020-03-12,Inf,12,None,None,AWP,0.09,None
SCYN,None,76561199026367900,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
违规用户名_4555049dowpwl,None,76561198969052632,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
哎呀明诺,None,76561199031401073,作弊封禁,2020-03-12,Inf,12,None,None,None,None,None
快乐就完事了奥,None,76561199025007535,作弊封禁,2020-03-12,Inf,11,None,None,M4A4,0.44,None
anysong,Vip,76561199027262409,作弊封禁,2020-03-12,Inf,22,None,None,SG 553,0.53,mirage
hgzbc5r,Vip,76561199026455466,作弊封禁,2020-03-12,Inf,32,None,None,SG 553,0.49,mirage
Angel安琪,None,76561199016466977,作弊封禁,2020-03-12,Inf,0,None,None,SG 553,0.25,dust2
King苦,None,76561198909547889,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.33,None
顶级瞄准丶cl4,Vip,76561199022729022,作弊封禁,2020-03-12,Inf,95,None,None,AK47,0.66,dust2
打不过就是,None,76561198969668494,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
huangzhuo19810813,None,76561199029848385,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.23,None
-.-TIna,None,76561199032592240,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
AWHD,None,76561198423513188,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.59,None
-.=TIna.,None,76561199033090786,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
XD我热爱的,None,76561199008203903,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.54,mirage
Fxxyc,None,76561198961204142,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
星星和你都在梦里,None,76561198808966216,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.45,mirage
炳哥你好黑啊,None,76561199032500474,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
爱爆破的上班族,None,76561198182361591,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
演吗,None,76561198806734796,作弊封禁,2020-03-12,Inf,5,None,None,None,None,None
苏格拉底悖论,None,76561198237901722,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
-.=TIna,None,76561199033084483,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
战术目镜忘了摘,None,76561199032899761,作弊封禁,2020-03-12,Inf,7,None,None,None,None,None
我永远爱你胖胖,None,76561199001108574,作弊封禁,2020-03-12,Inf,8,None,None,SG 553,0.27,None
biancoei,None,76561198303111264,作弊封禁,2020-03-12,Inf,0,None,None,Galil,0.40,None
你的xyz,None,76561199032637592,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
TIna-.=,None,76561199033019683,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
没意思-,None,76561199032934159,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.80,None
DJ给我一条K,None,76561199032659587,作弊封禁,2020-03-12,Inf,12,None,None,AWP,0.35,None
Funny755,None,76561198913443511,作弊封禁,2020-03-12,Inf,0,None,None,AK47,0.14,None
冰室辰也,Svip,76561198988896123,作弊封禁,2020-03-12,Inf,1,8,13,None,None,None
这一次别离开我了,None,76561199031199090,作弊封禁,2020-03-12,Inf,0,None,None,SG 553,0.58,None
Mars.可樂,None,76561199026152894,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.53,inferno
U8geC1ome,None,76561199032489351,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
你们都别开啊,None,76561199032902678,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
无敌可爱聂,None,76561199001264068,作弊封禁,2020-03-12,Inf,5,None,None,AWP,0.15,None
笑笑莎莎.,None,76561199033035960,作弊封禁,2020-03-12,Inf,6,None,None,None,None,None
保安.,None,76561199032443476,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.67,None
新手保安-,None,76561199032889162,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
瞬jU王,None,76561199030284086,作弊封禁,2020-03-12,Inf,5,None,None,AWP,0.07,None
尝龟.,None,76561198857339537,作弊封禁,2020-03-12,Inf,10,None,None,AWP,0.11,dust2
我打啥啥不行,None,76561198047421397,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
1091031409,None,76561198398891878,作弊封禁,2020-03-12,Inf,7,None,None,SG 553,0.33,mirage
菜就努力白给,None,76561198855675227,作弊封禁,2020-03-12,Inf,0,None,None,M4A1 Silencer On,0.38,None
焊匪小宝贝,None,76561199012425450,作弊封禁,2020-03-12,Inf,13,None,None,AK47,0.28,mirage
本溪第一帅哔,Svip,76561198147651414,作弊封禁,2020-03-12,Inf,4,8,18,None,None,None
这一次别离开我,None,76561199032409254,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
爆头机器G哥哥,None,76561199031177764,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.70,None
FXTim,None,76561198400035396,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
打不过就加入debug,None,76561199031207863,作弊封禁,2020-03-12,Inf,5,None,None,AK47,0.91,None
简单的鱼鱼鱼,None,76561199030951590,作弊封禁,2020-03-12,Inf,8,None,None,AWP,0.09,None
老六不开心了,None,76561199031586984,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
我要肉丝面,None,76561198321929197,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.09,mirage
秋秋你们饶了我,None,76561199029032224,作弊封禁,2020-03-12,Inf,2,None,None,AK47,0.70,None
HangShao1,Vip,76561198290912561,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
有本事你就freestyle,None,76561199028712601,作弊封禁,2020-03-12,Inf,2,None,None,AWP,0.10,None
泡泡茶壶酱紫,None,76561198973220169,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
对面第一名有问题,None,76561198833655301,作弊封禁,2020-03-12,Inf,3,None,None,AWP,0.00,None
pei玩哟.暖风,Vip,76561198966568359,作弊封禁,2020-03-12,Inf,8,None,None,None,None,None
lhgkjfdg12,None,76561199032738292,作弊封禁,2020-03-12,Inf,14,None,None,None,None,None
刘桑爱樱花,None,76561198159994780,作弊封禁,2020-03-12,Inf,1,None,None,None,None,None
我想白给加点赞,None,76561199028637591,作弊封禁,2020-03-12,Inf,4,None,None,AK47,0.50,None
Rush“B”,None,76561199004127355,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
眼睛睁到最大了,None,76561199032391868,作弊封禁,2020-03-12,Inf,4,None,None,None,None,None
ccc2211567,None,76561198796012936,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
有医吗,None,76561198884227911,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.00,None
CHINAMotherHunter,None,76561198301990217,作弊封禁,2020-03-12,Inf,5,None,None,P90,0.34,inferno
柠檬汁真滴好喝丶,None,76561198177601835,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
fu560,None,76561199009416897,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
你觉得你很硬吗,None,76561199028642869,作弊封禁,2020-03-12,Inf,0,None,None,M4A4,0.67,None
希望你们收敛点,None,76561199029944023,作弊封禁,2020-03-12,Inf,1,None,None,AK47,0.77,None
Liarzero233,None,76561198802894054,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.58,None
你猜猜我怎么样,None,76561199029408491,作弊封禁,2020-03-12,Inf,2,None,None,AWP,0.29,None
稳3115696219,None,76561199032852252,作弊封禁,2020-03-12,Inf,1,None,None,SG 553,0.97,None
utnb66,None,76561199031017428,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
憨憨喔,None,76561199019694789,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
香蕉道王者1,None,76561199032656811,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
s1mplekennyS,None,76561199015242864,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
dy大明,None,76561199030936411,作弊封禁,2020-03-12,Inf,0,None,None,AWP,0.00,None
FW话真多,None,76561199027639558,作弊封禁,2020-03-12,Inf,3,None,None,None,None,None
骑毛驴的奥特曼,None,76561198422051745,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
老带来了,None,76561199032715138,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
craig74gagliardi,None,76561199029214048,作弊封禁,2020-03-12,Inf,74,None,None,SG 553,0.91,None
快乐小渔夫,Vip,76561199030266696,作弊封禁,2020-03-12,Inf,23,None,None,AWP,0.40,None
xianshipingmeiyoukai,None,76561198419453262,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
he呸.,None,76561199031248778,作弊封禁,2020-03-12,Inf,11,None,None,AK47,0.33,mirage
我是二傻你不配,Svip,76561198989211255,作弊封禁,2020-03-12,Inf,10,34,39,None,None,None
通湉湉,None,76561199012806011,作弊封禁,2020-03-12,Inf,9,None,None,AWP,0.13,None
头没了枪掉了16：0,None,76561197970902394,作弊封禁,2020-03-12,Inf,13,None,None,AWP,0.16,dust2
zzangggecut,None,76561199032840118,作弊封禁,2020-03-12,Inf,13,None,None,None,None,None
鲜衣怒馬少年郎,Vip,76561198978915146,作弊封禁,2020-03-12,Inf,38,None,None,AK47,0.51,inferno
蝶衣n,Svip,76561198990491442,作弊封禁,2020-03-12,Inf,33,21,94,None,None,None
^｀60kg,Vip,76561199019145464,作弊封禁,2020-03-12,Inf,95,None,None,AK47,0.68,inferno
gogo第一狠人,None,76561199031803152,作弊封禁,2020-03-12,Inf,65,None,None,SG 553,0.98,None
此生必睡诸葛大力,None,76561198204486067,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
jtwt474874,None,76561199026439806,作弊封禁,2020-03-12,Inf,29,None,None,AK47,0.48,mirage
对面真牛,None,76561199030465929,作弊封禁,2020-03-12,Inf,8,None,None,AK47,0.93,None
AkaBoys,None,76561198828459948,作弊封禁,2020-03-12,Inf,15,None,None,AWP,0.14,None
小凡5227,Vip,76561198832684487,作弊封禁,2020-03-12,Inf,2,None,None,P90,0.13,None
2hnann3,None,76561199016711218,作弊封禁,2020-03-12,Inf,12,None,None,AK47,0.41,inferno
ZTZJ,Svip,76561198322209121,作弊封禁,2020-03-12,Inf,28,1318,385,None,None,None
慧慧的枕边人,Svip,76561198848754724,作弊封禁,2020-03-12,Inf,10,590,180,None,None,None
不如你十里春风,Svip,76561199027866258,作弊封禁,2020-03-12,Inf,5,21,38,None,None,None
bat_wind,None,76561199029653768,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
岛市老八pro,None,76561198846179271,作弊封禁,2020-03-12,Inf,7,None,None,AWP,0.05,dust2
3115696219稳,None,76561199032861708,作弊封禁,2020-03-12,Inf,3,None,None,SG 553,0.91,None
脚气B人乔碧萝,None,76561199032335802,作弊封禁,2020-03-12,Inf,0,None,None,None,None,None
一百分的鱼,None,76561199030547975,作弊封禁,2020-03-12,Inf,20,None,None,AWP,0.08,None
onlooker—,None,76561199009060852,作弊封禁,2020-03-12,Inf,2,None,None,None,None,None
年轻人QQQZ,None,76561199022479740,作弊封禁,2020-03-12,Inf,18,None,None,AUG,0.88,None
没实力就别玩游戏,None,76561199029559036,作弊封禁,2020-03-12,Inf,17,None,None,AK47,0.36,None
Sh0urdd,None,76561199030923835,作弊封禁,2020-03-12,Inf,16,None,None,AK47,0.93,None
小小炸鱼工,None,76561199030046850,作弊封禁,2020-03-12,Inf,16,None,None,G3SG1(T),0.89,None
少年阿斌ღ,None,76561199030297020,作弊封禁,2020-03-12,Inf,47,None,None,AK47,0.68,None
希望队友可以拉枪,Svip,76561198447036346,作弊封禁,2020-03-12,Inf,28,45,77,None,None,None
Makapaka1,None,76561199032775720,作弊封禁,2020-03-12,Inf,18,None,None,SG 553,0.78,None
月光下的那只猹,Svip,76561198831137726,作弊封禁,2020-03-12,Inf,12,31,74,None,None,None
常跪大师,None,76561198402689883,作弊封禁,2020-03-12,Inf,8,None,None,AWP,0.10,dust2
DNR_Horse,Svip,76561198813071332,作弊封禁,2020-03-12,Inf,32,50,119,None,None,None
老实憨厚的吴东泽,None,76561198416409501,作弊封禁,2020-03-12,Inf,10,None,None,SG 553,0.34,mirage
道具师必凉,None,76561199031096038,作弊封禁,2020-03-12,Inf,14,None,None,AK47,0.63,None
pikachuuuuuuuu,None,76561198812918027,作弊封禁,2020-03-12,Inf,27,None,None,SG 553,0.48,train
南阎浮提,Vip,76561199023844942,作弊封禁,2020-03-12,Inf,22,None,None,AK47,0.59,dust2
TxTx矛头,None,76561199009446351,作弊封禁,2020-03-12,Inf,7,None,None,SG 553,0.37,inferno
Makarov1008,None,76561199021999495,作弊封禁,2020-03-12,Inf,26,None,None,AK47,0.45,mirage
康师傅正宗老坛AK,Vip,76561199031242045,作弊封禁,2020-03-12,Inf,21,None,None,AK47,0.34,mirage
